ID	institucion	acreditacion	carrera	area	subvencionados	desercionagno1	duracion	empleabilidadagno1	ingresoagno4	arancel
1525	Universidad Arturo Prat	2 años	Técnico de Nivel Superior Traductor Bilingüe Inglés-Español	Humanidades	98,2%	49,5%	 11,3 	62,2%	 De $400 mil a $600 mil 	 $ 1.013.000 
1636	Pontificia Universidad Católica de Valparaíso	6 años	Interpretación o Traducción Inglés-Español	Humanidades	82,1%	28,6%	 s/i 	45,3%	 De $400 mil a $600 mil 	 $ 2.332.000 
1640	Universidad de Santiago de Chile	6 años	Licenciatura en Lingüística Aplicada a la Traducción mención Inglés y Japonés o mención Inglés Portugués	Humanidades	85,1%	11,6%	 12,8 	80,4%	 De $400 mil a $600 mil 	 $ 2.586.290 
1639	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Traducción e Interpretación Inglés-Español	Humanidades	96,1%	26,7%	 s/i 	60,7%	 De $400 mil a $600 mil 	 $ 1.843.800 
1638	Universidad de Las Américas	3 años	Traducción e Intérprete en Inglés	Humanidades	89,4%	32,1%	 10,7 	47,1%	s/i	 $ 2.255.379 
1644	Universidad Tecnológica de Chile INACAP	3 años	Traducción Inglés-Español Mención Negocios Internacionales	Humanidades	94,7%	29,9%	 s/i 	43,3%	 De $400 mil a $600 mil 	 $ 1.352.463 
1637	Universidad de Concepción	6 años	Traducción/Interpretación en Idiomas Extranjeros	Humanidades	89,4%	14,7%	 13,5 	63,2%	 De $400 mil a $600 mil 	 $ 2.417.450 
1645	Universidad UCINF	2 años	Traducción e Interpretariado Inglés-Epañol	Humanidades	94,1%	44,3%	 8,8 	81,4%	s/i	 $ 1.779.116 
1646	IP EATRI Instituto Profesional	No	Traductor e Intérprete	Humanidades	75,2%	34,4%	 10,6 	67,0%	 De $400 mil a $600 mil 	 $ 1.723.573 
265	Pontificia Universidad Católica de Chile	7 años	Enfermería	Salud	65,1%	11,7%	 12,3 	99,3%	 De $1 millón a $1 millón 200 mil 	 $ 3.330.000 
266	Universidad Arturo Prat	2 años	Enfermería	Salud	99,8%	19,2%	 13,6 	98,8%	 De $800 mil a $1 millón 	 $ 1.797.771 
267	Universidad Austral de Chile	6 años	Enfermería	Salud	91,5%	13,0%	 12,8 	100,0%	 De $1 millón a $1 millón 200 mil 	 $ 2.756.000 
268	Universidad Autónoma de Chile	5 años	Enfermería	Salud	97,5%	11,3%	 11,2 	98,9%	s/i	 $ 2.699.609 
269	Universidad Bolivariana	No	Enfermería	Salud	97,8%	19,4%	 s/i 	97,4%	s/i	 $ 1.869.798 
271	Universidad Católica del Maule	5 años	Enfermería	Salud	92,1%	14,2%	 13,1 	97,9%	 De $1 millón a $1 millón 200 mil 	 $ 2.570.000 
272	Universidad de Antofagasta	4 años	Enfermería	Salud	90,2%	14,5%	 13,1 	98,5%	 De $1 millón a $1 millón 200 mil 	 $ 2.721.000 
273	Universidad de Chile	7 años	Enfermería	Salud	80,8%	20,3%	 12,8 	100,0%	 De $1 millón a $1 millón 200 mil 	 $ 2.931.600 
274	Universidad de Concepción	6 años	Enfermería	Salud	88,5%	10,3%	 11,2 	98,9%	 De $1 millón a $1 millón 200 mil 	 $ 2.210.000 
275	Universidad de La Frontera	5 años	Enfermería	Salud	97,9%	7,4%	 10,7 	97,9%	 De $1 millón a $1 millón 200 mil 	 $ 2.322.000 
276	Universidad de Los Andes	5 años	Enfermería	Salud	42,7%	3,9%	 13,8 	100,0%	 De $1 millón a $1 millón 200 mil 	 $ 3.201.926 
277	Universidad de Magallanes	4 años	Enfermería	Salud	92,4%	12,2%	 s/i 	97,4%	 De $800 mil a $1 millón 	 $ 2.671.000 
278	Universidad de Santiago de Chile	6 años	Enfermería	Salud	92,3%	6,8%	 11,6 	99,5%	 De $1 millón a $1 millón 200 mil 	 $ 2.420.590 
279	Universidad de Tarapacá	5 años	Enfermería	Salud	96,1%	9,1%	 14,7 	99,1%	 De $800 mil a $1 millón 	 $ 2.437.000 
280	Universidad de Valparaíso	3 años	Enfermería	Salud	87,7%	12,0%	 12,5 	100,0%	 De $1 millón a $1 millón 200 mil 	 $ 2.230.000 
281	Universidad del Bío-Bío	5 años	Enfermería	Salud	99,2%	4,5%	 11,7 	98,9%	 De $1 millón a $1 millón 200 mil 	 $ 2.294.000 
282	Universidad del Desarrollo	5 años	Enfermería	Salud	65,9%	11,7%	 11,7 	100,0%	s/i	 $ 3.384.854 
283	Universidad del Mar	2 años	Enfermería	Salud	97,1%	28,5%	 12,7 	98,3%	s/i	 $ 2.596.428 
284	Universidad Diego Portales	5 años	Enfermería	Salud	85,1%	6,0%	 12,4 	100,0%	 De $1 millón a $1 millón 200 mil 	 $ 3.428.000 
285	Universidad La República	No	Enfermería	Salud	97,7%	47,3%	 12,4 	100,0%	 De $1 millón a $1 millón 200 mil 	 $ 1.736.045 
286	Universidad Nacional Andrés Bello	5 años	Enfermería	Salud	84,3%	11,8%	 13,5 	95,8%	 De $1 millón a $1 millón 200 mil 	 $ 3.325.597 
287	Universidad Pedro de Valdivia	No	Enfermería	Salud	96,0%	22,1%	 10,0 	100,0%	s/i	 $ 2.262.757 
288	Universidad San Sebastián	4 años	Enfermería	Salud	92,9%	14,9%	 13,0 	99,7%	 De $800 mil a $1 millón 	 $ 3.195.163 
289	Universidad Santo Tomás	3 años	Enfermería	Salud	97,3%	16,3%	 13,1 	99,1%	s/i	 $ 2.470.670 
290	Universidad de La Serena	4 años	Enfermería	Salud	98,3%	21,3%	 16,1 	100,0%	 De $800 mil a $1 millón 	 $ 2.196.000 
291	Universidad Iberoamericana de Ciencias y Tecnología UNICIT	3 años	Enfermería	Salud	98,6%	s/i	 s/i 	98,2%	s/i	 $ 2.250.000 
270	Universidad Católica de la Santísima Concepción	En Proceso	Licenciatura en Enfermería	Salud	97,5%	3,9%	 10,7 	99,5%	 De $800 mil a $1 millón 	 $ 2.689.000 
296	Universidad Austral de Chile	6 años	Fonoaudiología	Salud	97,5%	8,1%	 12,8 	100,0%	s/i	 $ 2.756.000 
297	Universidad de Chile	7 años	Fonoaudiología	Salud	78,1%	21,6%	 11,7 	95,1%	 De $800 mil a $1 millón 	 $ 3.024.000 
298	Universidad de Concepción	6 años	Fonoaudiología	Salud	85,3%	1,8%	 11,8 	98,3%	 De $1 millón a $1 millón 200 mil 	 $ 2.531.000 
299	Universidad de Talca	5 años	Fonoaudiología	Salud	95,7%	7,9%	 11,0 	97,9%	s/i	 $ 2.557.200 
300	Universidad de Valparaíso	3 años	Fonoaudiología	Salud	81,9%	14,9%	 11,9 	93,4%	 De $800 mil a $1 millón 	 $ 2.292.000 
301	Universidad del Mar	2 años	Fonoaudiología	Salud	94,2%	32,5%	 12,1 	91,6%	s/i	 $ 2.391.756 
302	Universidad Nacional Andrés Bello	5 años	Fonoaudiología	Salud	81,2%	24,8%	 14,2 	91,9%	s/i	 $ 3.619.986 
303	Universidad San Sebastián	4 años	Fonoaudiología	Salud	92,1%	10,2%	 12,2 	90,9%	s/i	 $ 3.301.744 
678	Pontificia Universidad Católica de Valparaíso	6 años	Kinesiología	Salud	71,3%	4,5%	 15,3 	84,8%	 De $600 mil a $800 mil 	 $ 3.272.000 
679	Universidad Autónoma de Chile	5 años	Kinesiología	Salud	96,8%	20,0%	 12,3 	77,7%	s/i	 $ 2.690.221 
680	Universidad Católica del Maule	5 años	Kinesiología	Salud	90,4%	16,9%	 14,8 	86,3%	 De $800 mil a $1 millón 	 $ 2.570.000 
681	Universidad de Antofagasta	4 años	Kinesiología	Salud	85,4%	29,8%	 12,9 	88,7%	 De $800 mil a $1 millón 	 $ 2.695.000 
682	Universidad de Chile	7 años	Kinesiología	Salud	60,1%	39,5%	 12,7 	91,2%	 De $1 millón a $1 millón 200 mil 	 $ 3.013.500 
683	Universidad de Concepción	6 años	Kinesiología	Salud	83,3%	14,5%	 11,6 	87,7%	s/i	 $ 3.218.000 
684	Universidad de La Frontera	5 años	Kinesiología	Salud	93,0%	10,0%	 11,6 	77,9%	 De $800 mil a $1 millón 	 $ 2.322.000 
685	Universidad de Las Américas	3 años	Kinesiología	Salud	90,8%	23,8%	 12,1 	47,3%	s/i	 $ 3.055.345 
686	Universidad de Magallanes	4 años	Kinesiología	Salud	92,1%	14,0%	 14,4 	64,3%	s/i	 $ 2.671.000 
687	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Kinesiología	Salud	89,7%	15,7%	 11,6 	79,7%	 De $800 mil a $1 millón 	 $ 2.219.700 
688	Universidad de Talca	5 años	Kinesiología	Salud	92,7%	22,2%	 12,0 	88,6%	s/i	 $ 2.557.200 
690	Universidad de Valparaíso	3 años	Kinesiología	Salud	77,6%	15,4%	 13,6 	79,3%	s/i	 $ 2.469.000 
691	Universidad del Desarrollo	5 años	Kinesiología	Salud	40,8%	22,2%	 11,5 	61,3%	s/i	 $ 3.963.155 
692	Universidad del Mar	2 años	Kinesiología	Salud	93,7%	32,8%	 14,0 	75,6%	s/i	 $ 2.352.126 
693	Universidad Finis Terrae	5 años	Kinesiología	Salud	38,3%	19,0%	 12,9 	76,5%	s/i	 $ 3.700.000 
694	Universidad Metropolitana de Ciencias de la Educación	4 años	Kinesiología	Salud	87,2%	8,2%	 13,7 	85,7%	 De $800 mil a $1 millón 	 $ 2.255.000 
695	Universidad Nacional Andrés Bello	5 años	Kinesiología	Salud	66,0%	26,0%	 13,4 	79,4%	 De $800 mil a $1 millón 	 $ 3.510.651 
696	Universidad San Sebastián	4 años	Kinesiología	Salud	86,3%	22,3%	 13,7 	88,9%	 De $800 mil a $1 millón 	 $ 3.630.410 
697	Universidad Santo Tomás	3 años	Kinesiología	Salud	96,2%	25,7%	 13,3 	62,8%	s/i	 $ 2.529.146 
698	Universidad Iberoamericana de Ciencias y Tecnología UNICIT	3 años	Kinesiología	Salud	97,5%	s/i	 s/i 	72,4%	s/i	 $ 2.250.000 
699	IP de Chile	4 años	Kinesiología	Salud	98,9%	39,3%	 12,1 	89,7%	s/i	 $ 1.629.347 
689	Universidad de Tarapacá	5 años	Kinesiología y Rehabilitación	Salud	98,8%	17,9%	 12,7 	78,5%	 De $800 mil a $1 millón 	 $ 2.437.000 
706	Universidad Católica de la Santísima Concepción	En Proceso	Licenciatura en Medicina	Salud	69,7%	18,6%	 14,5 	99,3%	 Sobre $2 millones 	 $ 4.296.000 
704	Pontificia Universidad Católica de Chile	7 años	Medicina	Salud	29,3%	3,0%	 15,5 	84,6%	 De $1 millón 800 mil a $2 millones 	 $ 5.280.000 
705	Universidad Austral de Chile	6 años	Medicina	Salud	61,1%	4,4%	 15,0 	95,9%	 De $1 millón 800 mil a $2 millones 	 $ 3.900.000 
707	Universidad Católica del Norte	6 años	Medicina	Salud	82,1%	14,8%	 15,1 	94,3%	s/i	 $ 3.919.000 
708	Universidad de Antofagasta	4 años	Medicina	Salud	62,8%	3,5%	 16,8 	98,2%	 Sobre $2 millones 	 $ 4.258.000 
709	Universidad de Chile	7 años	Medicina	Salud	44,3%	13,9%	 15,4 	93,5%	 De $1 millón 800 mil a $2 millones 	 $ 4.344.900 
710	Universidad de Concepción	6 años	Medicina	Salud	54,5%	5,3%	 15,1 	98,0%	 De $1 millón 800 mil a $2 millones 	 $ 4.439.000 
711	Universidad de La Frontera	5 años	Medicina	Salud	73,3%	7,7%	 15,6 	98,8%	 Sobre $2 millones 	 $ 3.696.000 
712	Universidad de Los Andes	5 años	Medicina	Salud	8,5%	9,7%	 14,4 	81,5%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 5.558.900 
713	Universidad de Santiago de Chile	6 años	Medicina	Salud	59,9%	18,6%	 14,5 	94,9%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 3.477.800 
714	Universidad de Valparaíso	3 años	Medicina	Salud	50,6%	17,6%	 14,4 	97,1%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 3.947.000 
715	Universidad del Desarrollo	5 años	Medicina	Salud	6,8%	12,2%	 15,0 	89,3%	s/i	 $ 5.876.000 
716	Universidad del Mar	2 años	Medicina	Salud	69,6%	48,5%	 15,0 	98,0%	s/i	 $ 5.647.228 
717	Universidad Diego Portales	5 años	Medicina	Salud	56,8%	5,4%	 15,4 	98,1%	s/i	 $ 5.494.000 
718	Universidad Finis Terrae	5 años	Medicina	Salud	28,1%	9,9%	 15,3 	96,7%	s/i	 $ 5.940.000 
719	Universidad Nacional Andrés Bello	5 años	Medicina	Salud	44,3%	6,3%	 15,2 	96,2%	s/i	 $ 5.604.213 
720	Universidad San Sebastián	4 años	Medicina	Salud	48,3%	6,3%	 15,8 	98,6%	 De $1 millón 800 mil a $2 millones 	 $ 5.915.872 
735	Universidad de Los Lagos	3 años	Nutrición y Alimentación	Salud	100,0%	35,7%	 11,7 	85,7%	s/i	 $ 1.901.000 
730	Universidad Autónoma de Chile	5 años	Nutrición y Dietética	Salud	98,1%	17,0%	 11,1 	66,7%	s/i	 $ 2.796.851 
731	Universidad Católica de la Santísima Concepción	En Proceso	Nutrición y Dietética	Salud	96,1%	15,6%	 11,9 	92,8%	s/i	 $ 1.928.000 
732	Universidad de Chile	7 años	Nutrición y Dietética	Salud	73,7%	31,7%	 13,1 	93,5%	 De $800 mil a $1 millón 	 $ 2.931.600 
733	Universidad de Concepción	6 años	Nutrición y Dietética	Salud	89,8%	15,5%	 11,9 	85,0%	 De $600 mil a $800 mil 	 $ 1.731.000 
734	Universidad de La Frontera	5 años	Nutrición y Dietética	Salud	98,0%	32,6%	 10,8 	84,3%	 De $600 mil a $800 mil 	 $ 2.322.000 
736	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Nutrición y Dietética	Salud	95,2%	18,2%	 11,4 	87,9%	s/i	 $ 2.032.800 
737	Universidad de Valparaíso	3 años	Nutrición y Dietética	Salud	86,9%	19,7%	 12,1 	92,6%	 De $800 mil a $1 millón 	 $ 2.318.000 
738	Universidad del Bío-Bío	5 años	Nutrición y Dietética	Salud	99,0%	10,7%	 13,5 	90,5%	 De $600 mil a $800 mil 	 $ 1.948.000 
739	Universidad del Mar	2 años	Nutrición y Dietética	Salud	96,2%	34,3%	 11,9 	86,6%	s/i	 $ 2.270.874 
740	Universidad Finis Terrae	5 años	Nutrición y Dietética	Salud	55,8%	26,8%	 13,1 	83,0%	s/i	 $ 3.590.000 
741	Universidad Nacional Andrés Bello	5 años	Nutrición y Dietética	Salud	77,7%	31,6%	 13,6 	86,8%	s/i	 $ 3.388.416 
742	Universidad San Sebastián	4 años	Nutrición y Dietética	Salud	92,0%	24,4%	 13,8 	86,0%	 De $600 mil a $800 mil 	 $ 2.930.567 
743	IP Providencia	4 años	Nutrición y Dietética	Salud	99,4%	32,0%	 10,1 	52,0%	s/i	 $ 1.011.938 
744	Universidad Austral de Chile	6 años	Obstetricia y Puericultura	Salud	96,7%	11,6%	 12,7 	98,0%	 De $800 mil a $1 millón 	 $ 2.756.000 
745	Universidad de Antofagasta	4 años	Obstetricia y Puericultura	Salud	93,7%	25,0%	 13,3 	92,4%	 De $800 mil a $1 millón 	 $ 2.687.000 
746	Universidad de Chile	7 años	Obstetricia y Puericultura	Salud	87,1%	13,8%	 12,7 	97,3%	 De $800 mil a $1 millón 	 $ 2.931.600 
747	Universidad de Concepción	6 años	Obstetricia y Puericultura	Salud	94,2%	16,2%	 11,2 	99,5%	 De $600 mil a $800 mil 	 $ 2.171.000 
748	Universidad de La Frontera	5 años	Obstetricia y Puericultura	Salud	98,1%	7,0%	 11,2 	100,0%	 De $800 mil a $1 millón 	 $ 2.322.000 
749	Universidad de Santiago de Chile	6 años	Obstetricia y Puericultura	Salud	93,2%	19,7%	 11,5 	99,3%	 De $800 mil a $1 millón 	 $ 2.420.590 
750	Universidad de Tarapacá	5 años	Obstetricia y Puericultura	Salud	98,3%	18,4%	 15,5 	98,5%	 De $600 mil a $800 mil 	 $ 2.437.000 
751	Universidad de Valparaíso	3 años	Obstetricia y Puericultura	Salud	94,7%	15,1%	 12,6 	99,0%	 De $800 mil a $1 millón 	 $ 2.225.000 
752	Universidad de Antofagasta	4 años	Odontología	Salud	73,5%	20,8%	 16,5 	100,0%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 4.150.000 
753	Universidad de Chile	7 años	Odontología	Salud	57,3%	27,3%	 14,6 	94,9%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 4.344.900 
754	Universidad de Concepción	6 años	Odontología	Salud	74,1%	23,3%	 13,4 	93,5%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 4.439.000 
755	Universidad de La Frontera	5 años	Odontología	Salud	85,5%	15,7%	 14,0 	97,4%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.696.000 
756	Universidad de Los Andes	5 años	Odontología	Salud	7,4%	12,9%	 14,9 	90,9%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 5.981.376 
757	Universidad de Talca	5 años	Odontología	Salud	83,7%	15,5%	 16,1 	97,8%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 4.039.100 
758	Universidad de Valparaíso	3 años	Odontología	Salud	55,7%	11,8%	 14,6 	97,2%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 3.993.000 
759	Universidad del Desarrollo	5 años	Odontología	Salud	32,0%	12,0%	 13,9 	92,2%	s/i	 $ 6.368.541 
760	Universidad Diego Portales	5 años	Odontología	Salud	60,3%	11,6%	 15,4 	94,6%	s/i	 $ 5.494.000 
761	Universidad Finis Terrae	5 años	Odontología	Salud	28,3%	8,4%	 15,2 	97,6%	s/i	 $ 5.790.000 
762	Universidad Nacional Andrés Bello	5 años	Odontología	Salud	58,3%	16,2%	 15,3 	88,6%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 5.521.080 
763	Universidad San Sebastián	4 años	Odontología	Salud	75,7%	10,9%	 14,7 	95,6%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 5.478.640 
1108	Pontificia Universidad Católica de Chile	7 años	Química y Farmacia	Salud	76,5%	4,8%	 15,5 	97,4%	 De $1 millón a $1 millón 200 mil 	 $ 3.200.000 
1109	Universidad Arturo Prat	2 años	Química y Farmacia	Salud	99,4%	20,5%	 16,6 	97,5%	s/i	 $ 2.022.000 
1110	Universidad Austral de Chile	6 años	Química y Farmacia	Salud	94,6%	15,9%	 19,3 	98,3%	 De $1 millón a $1 millón 200 mil 	 $ 2.756.000 
1111	Universidad Católica del Norte	6 años	Química y Farmacia	Salud	88,1%	22,2%	 16,6 	94,8%	s/i	 $ 2.754.000 
1112	Universidad de Chile	7 años	Química y Farmacia	Salud	88,0%	14,7%	 15,8 	95,0%	 De $1 millón a $1 millón 200 mil 	 $ 2.998.800 
1113	Universidad de Concepción	6 años	Química y Farmacia	Salud	93,9%	11,5%	 16,4 	97,8%	 De $1 millón a $1 millón 200 mil 	 $ 2.632.000 
1114	Universidad de Valparaíso	3 años	Química y Farmacia	Salud	85,6%	22,4%	 16,6 	98,2%	 De $1 millón a $1 millón 200 mil 	 $ 2.759.000 
1115	Universidad Nacional Andrés Bello	5 años	Química y Farmacia	Salud	84,1%	25,4%	 17,2 	85,4%	s/i	 $ 3.555.111 
1154	CFT Santo Tomás	4 años	Agente de Ventas mención Visitador Médico	Salud	96,5%	35,3%	 7,6 	67,1%	 De $400 mil a $600 mil 	 $ 1.076.013 
1187	CFT Magnos	No	Asistente de Odontología	Salud	99,0%	32,9%	 6,3 	68,8%	s/i	 $ 988.000 
1188	CFT Santo Tomás	4 años	Higienista Dental	Salud	99,0%	25,2%	 6,5 	50,9%	 Menor a $400 mil 	 $ 1.099.701 
1182	IP del Valle Central	2 años	Técnico Dental mención Asistente Higienista-Laboratorista	Salud	100,0%	38,2%	 6,9 	91,4%	s/i	 $ 903.060 
1181	IP AIEP	4 años	Técnico en Odontología	Salud	99,0%	27,9%	 6,0 	57,7%	 Menor a $400 mil 	 $ 1.238.011 
1184	IP Duoc UC	7 años	Técnico en Odontología	Salud	99,0%	23,3%	 6,9 	54,3%	s/i	 $ 1.270.572 
1185	CFT ICEL	No	Técnico en Odontología	Salud	99,2%	56,8%	 6,0 	89,7%	s/i	 $ 739.000 
1186	CFT INACAP	6 años	Técnico en Odontología	Salud	99,4%	23,0%	 5,7 	65,4%	 Menor a $400 mil 	 $ 1.290.858 
1183	IP Dr. Virginio Gómez G.	4 años	Técnico Higienista Dental	Salud	97,4%	33,8%	 5,1 	44,0%	s/i	 $ 1.250.000 
1267	CFT Simón Bolívar	No	Técnico en Arsenalería Quirúrgica	Salud	99,4%	68,4%	 9,0 	81,8%	s/i	 $ 620.000 
1386	CFT CEDUC - UCN	5 años	Enfermería y Telemedicina	Salud	100,0%	25,3%	 6,5 	58,1%	s/i	 $ 1.105.296 
1381	IP Duoc UC	7 años	Técnico de Enfermería	Salud	98,3%	20,6%	 6,7 	78,6%	 Menor a $400 mil 	 $ 1.244.056 
1384	IP Providencia	4 años	Técnico de Enfermería	Salud	98,7%	32,1%	 7,0 	64,7%	 Menor a $400 mil 	 $ 1.011.762 
1371	Universidad Adventista de Chile	4 años	Técnico de Nivel Superior en Enfermería	Salud	98,9%	31,0%	 5,1 	58,0%	 Menor a $400 mil 	 $ 1.045.000 
1396	CFT Profasoc	No	Técnico de Nivel Superior en Enfermería	Salud	100,0%	35,6%	 7,8 	80,5%	s/i	 $ 1.000.000 
1399	CFT UValpo	No	Técnico de Nivel Superior en Enfermería	Salud	97,2%	5,1%	 7,6 	71,4%	 Menor a $400 mil 	 $ 1.134.346 
1372	Universidad Arturo Prat	2 años	Técnico de Nivel Superior Enfermería	Salud	100,0%	14,1%	 8,1 	85,2%	s/i	 $ 955.895 
1376	Universidad San Sebastián	4 años	Técnico en Enfermería	Salud	96,9%	s/i	 6,3 	64,0%	s/i	 $ 1.203.994 
1378	IP de Chile	4 años	Técnico en Enfermería	Salud	99,3%	37,5%	 6,1 	82,0%	s/i	 $ 1.050.952 
1379	IP del Valle Central	2 años	Técnico en Enfermería	Salud	99,7%	38,3%	 7,3 	93,7%	 Menor a $400 mil 	 $ 956.149 
1380	IP Dr. Virginio Gómez G.	4 años	Técnico en Enfermería	Salud	99,4%	25,6%	 6,2 	62,9%	s/i	 $ 1.202.018 
1382	IP IPEGE	No	Técnico en Enfermería	Salud	99,5%	34,3%	 6,2 	93,1%	s/i	 $ 853.791 
1383	IP Latinoamericano de Comercio Exterior	No	Técnico en Enfermería	Salud	99,1%	43,4%	 7,2 	62,3%	s/i	 $ 953.703 
1385	CFT Barros Arana	No	Técnico en Enfermería	Salud	100,0%	38,5%	 6,8 	59,6%	 Menor a $400 mil 	 $ 1.000.000 
1387	CFT Ceponal	No	Técnico en Enfermería	Salud	93,5%	45,7%	 6,1 	87,5%	s/i	 $ 1.100.000 
1388	CFT de ENAC	No	Técnico en Enfermería	Salud	99,0%	30,0%	 6,8 	86,0%	 Menor a $400 mil 	 $ 980.000 
1389	CFT Fontanar	No	Técnico en Enfermería	Salud	98,7%	31,0%	 5,7 	85,7%	s/i	 $ 920.796 
1390	CFT INACAP	6 años	Técnico en Enfermería	Salud	98,5%	23,2%	 6,5 	71,6%	 Menor a $400 mil 	 $ 1.318.487 
1394	CFT Magnos	No	Técnico en Enfermería	Salud	99,0%	41,7%	 6,2 	91,1%	s/i	 $ 988.000 
1395	CFT Massachusetts	No	Técnico en Enfermería	Salud	100,0%	26,0%	 7,1 	71,4%	 Menor a $400 mil 	 $ 894.631 
1397	CFT Santo Tomás	4 años	Técnico en Enfermería	Salud	99,4%	21,6%	 6,7 	74,9%	 Menor a $400 mil 	 $ 1.252.721 
1398	CFT Simón Bolívar	No	Técnico en Enfermería Médica	Salud	99,5%	69,8%	 7,5 	82,1%	s/i	 $ 620.000 
1374	Universidad de Aconcagua	No	Técnico Nivel Superior en Enfermería	Salud	99,7%	23,2%	 8,2 	87,7%	s/i	 $ 997.400 
1373	Universidad Católica de la Santísima Concepción	En Proceso	Técnico Universitario en Enfermería	Salud	99,8%	24,2%	 8,3 	43,7%	s/i	 $ 997.739 
1375	Universidad del Mar	2 años	Técnico Universitario en Enfermería	Salud	98,6%	56,4%	 7,2 	85,0%	s/i	 $ 1.236.102 
1377	IP AIEP	4 años	Técnico en Enfermería Menciones	Salud	98,7%	25,3%	 6,1 	71,0%	 Menor a $400 mil 	 $ 1.306.077 
1400	CFT INACAP	6 años	Técnico en Farmacia	Salud	100,0%	25,0%	 6,2 	57,7%	s/i	 $ 1.180.742 
1428	CFT INACAP	6 años	Laboratorista Clínico, Banco de Sangre e Imagenología	Salud	98,9%	29,2%	 6,1 	69,4%	s/i	 $ 1.243.970 
1426	IP Duoc UC	7 años	Técnico de Laboratorio Clínico y Banco de Sangre	Salud	97,5%	23,1%	 6,8 	72,0%	 Menor a $400 mil 	 $ 1.246.378 
